CVE_SUBCUE,SUBCUENCA,TIPO,AREA,PERIMETRO,CVE_CUE,iie_2018_mean,iie_2018_variance,iie_2018_count,EDOS_CUE
RH37Ea,"Yesca",ARREICA,6395.97 km²,464.60 km,RH37E,0.61227073095085,0.0670407181661827,101617,"SP,ZS"
RH36De,"R. Saín Alto",EXORREICA,1162.64 km²,187.30 km,RH36D,0.496568229664188,0.0381881018455694,18560,"CL,DG,ZS"
RH10Af,"R. Quelite",EXORREICA,1199.09 km²,229.89 km,RH10A,0.752578665338807,0.0888862070220498,19112,"DG,SL"
RH11Ad,"R. Súchil",EXORREICA,2092.15 km²,255.13 km,RH11A,0.573039869594407,0.054950773379223,33371,"DG,NT,ZS"
RH11Ab,"R. Mezquital",EXORREICA,8269.63 km²,695.14 km,RH11A,0.796204334404012,0.0303213116644999,132110,"DG,NT,ZS"
RH11Bd,"Q. San Vicente",EXORREICA,1178.48 km²,210.18 km,RH11B,0.844938674681936,0.0224056601512467,18820,"DG,NT,SL"
RH25Bi,"R. San Marcos",EXORREICA,384.13 km²,141.39 km,RH25B,0.559949516471005,0.0934780557454704,6139,"NL,TS"
RH37Hc,"Dr. Arroyo",ARREICA,3196.83 km²,442.72 km,RH37H,0.757499189261857,0.058684048359194,51051,"NL,SP,TS"
RH26Bb,"R. Guayalejo",EXORREICA,5519.62 km²,638.91 km,RH26B,0.713671750204276,0.0533607292454106,88169,"NL,SP,TS,VZ"
RH11Dc,"A. El Salto",EXORREICA,656.35 km²,131.51 km,RH11D,0.854228212241146,0.0369329365599827,10492,"DG,SL"
RH11Aj,"R. Santiago",EXORREICA,1055.29 km²,202.54 km,RH11A,0.741819731989225,0.0542122691689695,16763,"DG,NT,ZS"
RH11Db,"R. Q. La Ventana",EXORREICA,2207.41 km²,273.95 km,RH11D,0.905919453743294,0.0102904222975267,35271,"DG,SL"
RH25Bh,"R. Corona",EXORREICA,1508.20 km²,197.99 km,RH25B,0.595377908031173,0.100543225591297,24059,"NL,TS"
RH03Ad,"A. El Carrizal",EXORREICA,2057.63 km²,277.00 km,RH03A,0.906513221367073,0.0189808154690394,32749,"BS"
RH37Ba,"Matehuala",ARREICA,3917.19 km²,415.51 km,RH37B,0.721131857307365,0.0728745853623054,62581,"CL,NL,SP,ZS"
RH06Af,"A. Datilar",EXORREICA,777.77 km²,202.47 km,RH06A,0.946394821592675,0.00861604829404346,22555,"BS"
RH11Ae,"R. Poanas",EXORREICA,2557.91 km²,313.52 km,RH11A,0.488448654685911,0.0520777971217469,40777,"DG,NT,ZS"
RH11Dd,"A. El Jaral",EXORREICA,976.98 km²,200.43 km,RH11D,0.76636995383094,0.0291386654598899,15603,"DG,SL"
RH37Bc,"Catorce",EXORREICA,3753.08 km²,383.74 km,RH37B,0.861664002761221,0.0342789393047495,59940,"CL,NL,SP,ZS"
RH11De,"A. Arenales",EXORREICA,363.35 km²,147.59 km,RH11D,0.853504504643611,0.0204768356213538,5820,"DG,SL"
RH25Bb,"P. Vicente Guerrero",EXORREICA,1463.50 km²,226.62 km,RH25B,0.627395739694303,0.0743502693612316,20728,"NL,TS"
RH03Ae,"A. Datilar",EXORREICA,1421.94 km²,191.11 km,RH03A,0.946394821592675,0.00861604829404346,22555,"BS"
RH06Ae,"La Paz",EXORREICA,655.34 km²,187.19 km,RH06A,0.785520277527615,0.0909292912804086,10266,"BS"
RH25Ba,"R. Soto La Marina",EXORREICA,3508.74 km²,392.99 km,RH25B,0.633834653093348,0.0703020494855281,54800,"NL,TS"
RH06Ad,"Las Palmas",EXORREICA,2128.97 km²,334.70 km,RH06A,0.8671331121824,0.0276918408530728,33841,"BS"
RH11Ai,"R. Tunal",EXORREICA,1851.95 km²,326.08 km,RH11A,0.760943630047443,0.0348658613159856,29545,"DG,NT,ZS"
RH10Bf,"A. de Tocuchamora",EXORREICA,1994.48 km²,216.05 km,RH10B,0.448000797371373,0.107586215341541,30081,"DG,SL"
RH37Eb,"Cañitas",EXORREICA,4949.22 km²,428.12 km,RH37E,0.676149990389042,0.0418378370195166,78950,"SP,ZS"
RH03Af,"A. Guadalupe",EXORREICA,702.33 km²,156.35 km,RH03A,0.958394424623564,0.00454504890464209,11163,"BS"
RH10Ae,"R. Elota",EXORREICA,1544.10 km²,322.60 km,RH10A,0.787904244992358,0.0789365421016634,24232,"DG,SL"
RH25Cb,"A. La Misión",EXORREICA,961.53 km²,178.51 km,RH25C,0.622588485377742,0.0287046273475602,15375,"NL,TS"
RH10Ac,"R. Verde",EXORREICA,1513.25 km²,238.49 km,RH10A,0.860517103414067,0.0252916798950031,47322,"DG,SL"
RH10Ab,"Q. Del Pilar",EXORREICA,503.72 km²,130.39 km,RH10A,0.928298902824696,0.0171683499207638,8050,"DG,SL"
RH37Ca,"San Tiburcio",EXORREICA,2085.19 km²,282.48 km,RH37C,0.914648699864377,0.021168114722831,33289,"CL,NL,SP,ZS"
RH25Bf,"R. Purificación",EXORREICA,1283.99 km²,318.34 km,RH25B,0.605160041236784,0.093916190924729,20406,"NL,TS"
RH37Da,"Gruñidora",EXORREICA,5159.94 km²,403.65 km,RH37D,0.892642642599219,0.020615514596979,82390,"CL,DG,ZS"
RH10Aa,"R. De Piaxtla",EXORREICA,5463.98 km²,712.34 km,RH10A,0.844808310000397,0.0447596968799913,87000,"DG,SL"
RH25Bg,"R. Blanco",EXORREICA,2579.81 km²,346.91 km,RH25B,0.77349863020373,0.0392991917765483,41204,"NL,TS"
RH10Ad,"R. Habitas",EXORREICA,834.54 km²,200.88 km,RH10A,0.922740150692166,0.025836907796997,13328,"DG,SL"
RH25Bc,"A. La Zanja",EXORREICA,1228.12 km²,248.68 km,RH25B,0.582486120135416,0.0514984873124634,19596,"NL,TS"
RH11Af,"R. Durango",EXORREICA,4904.10 km²,513.81 km,RH11A,0.584599673145455,0.0812894954991867,78255,"DG,NT,ZS"
RH37Aa,"Santa Ana",ARREICA,4809.20 km²,481.21 km,RH37A,0.828333389325169,0.0427950060024678,76846,"CL,NL,SP"
RH25Be,"R. Pilón",EXORREICA,3401.88 km²,301.75 km,RH25B,0.660367778911186,0.0776355061859571,42754,"NL,TS"
RH36Dc,"R. Aguanaval - R. Grande",EXORREICA,6541.92 km²,474.76 km,RH36D,0.522201955003399,0.0504536151305997,104426,"CL,DG,ZS"
RH11Ag,"R. Sauceda",EXORREICA,2537.68 km²,288.79 km,RH11A,0.651205447252668,0.0620821937638965,40267,"DG,NT,ZS"
RH37Bb,"Huertecillas",ARREICA,3200.03 km²,283.09 km,RH37B,0.844473089082718,0.0372629591854287,51130,"CL,NL,SP,ZS"
RH25Bd,"A. San Carlos",EXORREICA,1237.26 km²,200.86 km,RH25B,0.823324683015843,0.0340144551221008,19754,"NL,TS"
RH25Dg,"A. Chorreras",EXORREICA,1862.25 km²,249.86 km,RH25D,0.69245908971453,0.0400499405404345,29724,"NL,TS"
RH36Dk,"A. de Reyes",EXORREICA,671.35 km²,155.34 km,RH36D,0.68092893313087,0.0634653329366764,10722,"CL,DG,ZS"
RH36Dj,"R. de Santiago",EXORREICA,2772.53 km²,330.50 km,RH36D,0.687470925326235,0.0449854684264124,56256,"CL,DG,ZS"
RH10Ba,"R. San Lorenzo",EXORREICA,2857.20 km²,382.11 km,RH10B,0.508397908883793,0.0394789095085116,33192,"DG,SL"
RH36Di,"A. de Mazamitote",EXORREICA,985.21 km²,217.91 km,RH36D,0.583682697324518,0.0503278630902518,15752,"CL,DG,ZS"
RH10Ca,"R. Culiacán",EXORREICA,3167.78 km²,285.45 km,RH10C,0.328359553754927,0.0812011235240081,43348,"CH,DG,SL"
RH37Db,"Camacho",ENDORREICA,3646.91 km²,381.09 km,RH37D,0.845762437477343,0.0208837682150995,58246,"CL,DG,ZS"
RH10Bb,"R. de los Remedios",EXORREICA,3284.21 km²,483.01 km,RH10B,0.863218861442299,0.0251727978324509,52459,"DG,SL"
RH25Df,"A. Camacho",EXORREICA,1522.13 km²,204.03 km,RH25D,0.681416824223745,0.0624891206892309,24270,"NL,TS"
RH03Ag,"A. Caracol",EXORREICA,2396.70 km²,285.69 km,RH03A,0.934521134774345,0.0099892114368152,38287,"BS"
RH25De,"R. Limón",EXORREICA,1738.21 km²,267.18 km,RH25D,0.693609317229528,0.0771461355218658,27429,"NL,TS"
RH03Ba,"A. Salado",EXORREICA,2250.77 km²,354.18 km,RH03B,0.916060378936913,0.011019931623774,35651,"BS"
RH25Dd,"R. Potosí",EXORREICA,1570.01 km²,384.69 km,RH25D,0.703851796440695,0.0706077010022199,25071,"NL,TS"
RH06Ba,"(Bahía La Paz)",EXORREICA,1108.71 km²,335.63 km,RH06B,0.947668107677349,0.0174829359698512,17541,"BS"
RH10Bc,"Q. de las Vueltas",EXORREICA,1454.84 km²,220.44 km,RH10B,0.797097235945737,0.0260487551068701,23239,"DG,SL"
RH36Bb,"R. de San Juan",EXORREICA,2375.13 km²,272.66 km,RH36B,0.586944569384018,0.051464983772167,37914,"DG"
RH10Be,"Q. de San Juan",EXORREICA,880.86 km²,172.30 km,RH10B,0.956517624943603,0.00860587143324857,14060,"DG,SL"
RH10Bd,"Q. de San Gregorio",EXORREICA,1499.80 km²,271.49 km,RH10B,0.932408932437081,0.0124768695484643,23961,"DG,SL"
RH36Ci,"R. de Santiago",EXORREICA,3522.59 km²,450.96 km,RH36C,0.687470925326235,0.0449854684264124,56256,"DG"
RH37Cb,"Concepción del Oro",ARREICA,5881.42 km²,481.96 km,RH37C,0.86679933677522,0.0227707815345992,93960,"CL,NL,SP,ZS"
RH10Cb,"R. Tamazula",EXORREICA,1954.91 km²,260.56 km,RH10C,0.796788560051486,0.0799985304577501,30924,"CH,DG,SL"
RH03Bb,"B. Magdalena",EXORREICA,4146.36 km²,429.64 km,RH03B,0.84034467599369,0.0332140536309033,60226,"BS"
RH11Ah,"R. Santiaguillo",ENDORREICA,2548.98 km²,302.42 km,RH11A,0.543660742564128,0.0707392437028619,37548,"DG,NT,ZS"
RH36Bc,"R. del Peñón",EXORREICA,3622.87 km²,386.73 km,RH36B,0.535289060704766,0.0606968178616139,57831,"DG"
RH36Db,"R. Aguanaval - P. Deriv. Sombreretillo",EXORREICA,3610.06 km²,428.86 km,RH36D,0.883674608751967,0.0201810411910263,57599,"CL,DG,ZS"
RH10Cc,"Q. de Topia",EXORREICA,1397.19 km²,213.59 km,RH10C,0.950752235575262,0.014455242480769,22309,"CH,DG,SL"
RH36Ad,"A. Cuencamé",EXORREICA,2159.76 km²,269.05 km,RH36A,0.666593125209029,0.0562211588884472,34476,"CL,DG"
RH25Db,"R. Conchos",EXORREICA,5872.48 km²,540.97 km,RH25D,0.70229681606121,0.0578549698771655,93649,"NL,TS"
RH10Cd,"A. Palmarito",EXORREICA,778.10 km²,195.31 km,RH10C,0.961560309894314,0.00685561628675665,12435,"CH,DG,SL"
RH06Bb,"(Isla Santa Cruz)",EXORREICA,299.77 km²,125.37 km,RH06B,0.985133122568339,0.00280539108133409,4677,"BS"
RH10Dd,"R. Pericos",EXORREICA,1965.48 km²,252.91 km,RH10D,0.436496594813469,0.0976055739420681,31331,"SL"
RH37Ab,"San Rafael",ENDORREICA,5025.71 km²,450.00 km,RH37A,0.72631714361911,0.0715653048108624,80277,"CL,NL,SP"
RH10Dc,"B. Santa María",EXORREICA,2565.44 km²,305.09 km,RH10D,0.522266680258004,0.123047117563983,29388,"SL"
RH24Bh,"R. Pilón",EXORREICA,2676.11 km²,412.15 km,RH24B,0.660367778911186,0.0776355061859571,42754,"CL,NL,TS"
RH03Bc,"A. Soledad",EXORREICA,4706.84 km²,411.83 km,RH03B,0.823694758199565,0.0629614704860222,73697,"BS"
RH10Ce,"R. Humaya",EXORREICA,2220.26 km²,419.81 km,RH10C,0.943681103720883,0.0104641526231546,35488,"CH,DG,SL"
RH10Ck,"R. Humaya - P. A. López Mateos",EXORREICA,1596.77 km²,242.32 km,RH10C,0.748321848345316,0.0836609103401794,24421,"CH,DG,SL"
RH24Bg,"R. Ramos",EXORREICA,943.00 km²,166.62 km,RH24B,0.626711024597179,0.103820203411792,15079,"CL,NL,TS"
RH36Ck,"A. de Potrillos",EXORREICA,649.10 km²,179.05 km,RH36C,0.631790803109416,0.0404216818011988,10368,"DG"
RH36Ea,"L. de Viesca",ARREICA,10222.64 km²,772.85 km,RH36E,0.902623795147329,0.0225228250190234,163311,"CL,DG,ZS"
RH10Cf,"R. de los Lobos",EXORREICA,2084.97 km²,290.06 km,RH10C,0.888090876916717,0.0158937507595793,33302,"CH,DG,SL"
RH36Ac,"P. Francisco Zarco",EXORREICA,1170.28 km²,205.89 km,RH36A,0.868878105002899,0.0448559378491641,18433,"CL,DG"
RH36Da,"R. Aguanaval - Nazarenos",EXORREICA,3565.75 km²,392.54 km,RH36D,0.688587542998863,0.104429630504478,56892,"CL,DG,ZS"
RH25Ca,"L. Madre",EXORREICA,11280.52 km²,745.99 km,RH25C,0.534146411263338,0.0728880970504841,141495,"NL,TS"
RH10Ci,"A. San José del Oro",EXORREICA,465.39 km²,124.46 km,RH10C,0.921740771975633,0.0087335945723196,7439,"CH,DG,SL"
RH36Bd,"A. de Naitcha",EXORREICA,1892.00 km²,274.80 km,RH36B,0.723451878980416,0.050022395255239,30224,"DG"
RH25Dc,"R. San Lorenzo",EXORREICA,4428.55 km²,372.18 km,RH25D,0.508397908883793,0.0394789095085116,33192,"NL,TS"
RH24Bf,"R. Monterrey",EXORREICA,1812.97 km²,257.05 km,RH24B,0.661270849554936,0.129517005570373,28986,"CL,NL,TS"
RH10Da,"R. Mocorito",EXORREICA,2426.73 km²,287.24 km,RH10D,0.505137836105828,0.107532073708958,38519,"SL"
RH36Ab,"R. Nazas - Los Ángeles",EXORREICA,1380.49 km²,259.06 km,RH36A,0.814890477141542,0.0770325511277121,22075,"CL,DG"
RH10Ch,"A. de Bamopa",EXORREICA,1036.77 km²,171.73 km,RH10C,0.906562606409063,0.0105522989209634,16563,"CH,DG,SL"
RH36Ch,"R. Los Tepahuanes",EXORREICA,3137.23 km²,382.50 km,RH36C,0.797112119640733,0.0377110927157809,50108,"DG"
RH36Cj,"R. de Ramos",EXORREICA,2676.56 km²,281.31 km,RH36C,0.569633624700988,0.0519092343106022,42633,"DG"
RH36Ba,"R. Nazas - Rodeo",EXORREICA,3977.16 km²,561.92 km,RH36B,0.69583515345674,0.058476209575248,63541,"DG"
RH03Bd,"A. Sta. Cruz",EXORREICA,1961.34 km²,225.83 km,RH03B,0.920153139895771,0.0284280101034911,31332,"BS"
RH10Db,"A. Mezquitillo",EXORREICA,801.67 km²,132.11 km,RH10D,0.282569224314446,0.032532668418584,12796,"SL"
RH36Ca,"P. Lázaro Cárdenas",EXORREICA,484.25 km²,143.66 km,RH36C,0.499845080766313,0.0249673175194705,6539,"DG"
RH10Fa,"B. Navachiste",EXORREICA,1817.43 km²,219.84 km,RH10F,0.360559127096111,0.102440670015205,22465,"SL"
RH10Cj,"R. Badiraguato",EXORREICA,1015.29 km²,199.82 km,RH10C,0.886962602108425,0.0330626391242134,16219,"CH,DG,SL"
RH10Fc,"B. Lechuguilla",EXORREICA,332.41 km²,104.99 km,RH10F,0.407469978571433,0.123951937808852,3061,"SL"
RH24Aa,"R. Bravo - Matamoros",EXORREICA,1689.74 km²,226.81 km,RH24A,0.808420711227223,0.090662014944222,23842,"NL,TS"
RH03Be,"A. Sto. Domingo",EXORREICA,1772.23 km²,266.76 km,RH03B,0.821196369327494,0.0734828543814833,26956,"BS"
RH10Cg,"R. Colorado",EXORREICA,3209.25 km²,354.92 km,RH10C,0.186197607412225,0.017481730438827,11551,"CH,DG,SL"
RH03Bf,"A. Venancio",EXORREICA,1327.42 km²,216.48 km,RH03B,0.908788991636964,0.011276714400705,20712,"BS"
RH10Ec,"R. Mohinora",EXORREICA,1525.50 km²,200.09 km,RH10E,0.875068201079599,0.0263278998979502,24361,"CH,DG,SL"
RH24Ab,"R. Bravo - Reynosa",EXORREICA,5788.51 km²,469.40 km,RH24A,0.319601287626422,0.0413858685136651,91898,"NL,TS"
RH10Fb,"B. Ohuira",EXORREICA,2469.96 km²,278.34 km,RH10F,0.344766409182084,0.093499960751769,34171,"SL"
RH36Cg,"R. del Oro o de SextÍn - R. Zape",EXORREICA,2445.27 km²,276.95 km,RH36C,0.826500125122933,0.0314352041600549,39086,"DG"
RH24Bc,"R. Pesquería",EXORREICA,5255.56 km²,571.38 km,RH24B,0.631871350036196,0.104102388992113,83860,"CL,NL,TS"
RH36Cb,"A. Grande",EXORREICA,729.32 km²,159.97 km,RH36C,0.534949094643715,0.0226610839247803,11649,"DG"
RH24Bb,"R. San Juan",EXORREICA,5530.32 km²,781.87 km,RH24B,0.80491622157651,0.0434205845845514,41840,"CL,NL,TS"
RH06Bc,"(Loreto)",EXORREICA,846.94 km²,347.43 km,RH06B,0.961693277852549,0.0149477479309125,13159,"BS"
RH10Eg,"A. Cabrera",EXORREICA,694.78 km²,155.23 km,RH10E,0.641075624588571,0.0841569136182078,11105,"CH,DG,SL"
RH03Cb,"A. Pabellón",EXORREICA,776.05 km²,139.11 km,RH03C,0.935441816453915,0.00752364278189553,12297,"BS"
RH03Ca,"A. Comondú",EXORREICA,981.30 km²,199.19 km,RH03C,0.937886750712269,0.0130286080757384,15553,"BS"
RH36Cf,"R. San Esteban",EXORREICA,716.54 km²,177.59 km,RH36C,0.904337845781728,0.0108345325847575,11455,"DG"
RH36Cc,"R. del Oro o de Sextín",EXORREICA,2553.78 km²,353.15 km,RH36C,0.613200443161323,0.0394569226450287,40749,"DG"
RH24Ac,"R. Bravo - Anzalduas",EXORREICA,2021.03 km²,269.83 km,RH24A,0.531173991845376,0.0690639688139034,32100,"NL,TS"
RH10Eb,"R. Petatlán",EXORREICA,2213.27 km²,275.23 km,RH10E,0.903953163296557,0.0108179575923591,35354,"CH,DG,SL"
RH36Eb,"L. de Mayrán",ENDORREICA,10103.46 km²,645.07 km,RH36E,0.776101654262375,0.0634211461128093,161172,"CL,DG,ZS"
RH10Ea,"R. Sinaloa",EXORREICA,3551.91 km²,454.48 km,RH10E,0.712076997043942,0.112592636781398,55904,"CH,DG,SL"
RH24Bd,"R. Salinas",EXORREICA,4095.35 km²,430.02 km,RH24B,0.734979208817729,0.10097507884803,65419,"CL,NL,TS"
RH06Ca,"A. San Bruno",EXORREICA,647.50 km²,152.31 km,RH06C,0.911672134627921,0.0246486692880984,10297,"BS"
RH24Ba,"P. Marte R. Gómez",EXORREICA,1642.18 km²,341.18 km,RH24B,0.52461913079659,0.0628567980384756,24807,"CL,NL,TS"
RH36Ce,"A. de Lobos",EXORREICA,515.11 km²,166.91 km,RH36C,0.853912490862662,0.0246467120153559,8225,"DG"
RH10Ed,"R. Basonopita",EXORREICA,1564.22 km²,229.82 km,RH10E,0.908423097290249,0.0102649208850072,24987,"CH,DG,SL"
RH24Cb,"A. Saladito",EXORREICA,201.11 km²,73.01 km,RH24C,0.504732812996587,0.0262761409722845,3201,"NL,TS"
RH24Cc,"R. Sosa",EXORREICA,1647.82 km²,216.60 km,RH24C,0.70984709408642,0.0606054780154208,26256,"NL,TS"
RH24Be,"R. San Miguel",EXORREICA,10986.11 km²,678.40 km,RH24B,0.818001761209841,0.0271478244812152,66781,"CL,NL,TS"
RH36Ae,"A. La Cadena",EXORREICA,3159.75 km²,350.23 km,RH36A,0.839363974962333,0.0300393762848315,50449,"CL,DG"
RH03Ce,"A. Mezquital",EXORREICA,522.50 km²,137.90 km,RH03C,0.962331818395461,0.0025280487320567,8238,"BS"
RH06Cb,"A. Gombedor",EXORREICA,296.60 km²,128.64 km,RH06C,0.954480941063245,0.00595411339794404,4717,"BS"
RH36Cd,"A. de Matalotes",EXORREICA,891.90 km²,186.84 km,RH36C,0.68775285365568,0.0609396085711863,14256,"DG"
RH10Gg,"R. Chinatu",EXORREICA,1657.10 km²,265.65 km,RH10G,0.885068247199825,0.0172684301090633,26484,"CH,DG,SL,SR"
RH10Ee,"A. Calabacitas",EXORREICA,983.75 km²,152.32 km,RH10E,0.924760622040221,0.00603813621823632,15719,"CH,DG,SL"
RH06Cc,"A. San Nicolás",EXORREICA,264.62 km²,117.80 km,RH06C,0.959204242380588,0.00538334625355023,4228,"BS"
RH10Ef,"A. Ocoroni",EXORREICA,2403.85 km²,340.30 km,RH10E,0.725096057653753,0.0977351412776673,38141,"CH,DG,SL"
RH24Ca,"R. Bravo - Cd. Mier",EXORREICA,387.38 km²,158.93 km,RH24C,0.425806022745337,0.0315564956402291,6123,"NL,TS"
RH10Ga,"R. Fuerte - San Miguel",EXORREICA,2833.85 km²,456.06 km,RH10G,0.63104645559771,0.112871619610009,44744,"CH,DG,SL,SR"
RH36Aa,"R. Nazas - C. Santa Rosa",EXORREICA,9118.27 km²,617.08 km,RH36A,0.660425380564227,0.0979821102781642,145179,"CL,DG"
RH10Gf,"R. Las Loera",EXORREICA,1631.76 km²,241.11 km,RH10G,0.873675374644887,0.0226143168758659,26080,"CH,DG,SL,SR"
RH03Cd,"A. San Gregorio",EXORREICA,891.83 km²,239.05 km,RH03C,0.968324003013613,0.00348695894166656,14135,"BS"
RH03Cc,"R. Cadegomo",EXORREICA,1829.42 km²,299.90 km,RH03C,0.969859717756644,0.00564733091532709,29245,"BS"
RH24Cd,"R. Álamo",EXORREICA,2694.61 km²,337.39 km,RH24C,0.623114947809583,0.0705154813045073,43016,"NL,TS"
RH02Aa,"A. San Raymundo",EXORREICA,1051.18 km²,185.51 km,RH02A,0.97175944021027,0.0021131866501121,16733,"BS"
RH10Ha,"Estero de Bacorehuis",EXORREICA,3018.09 km²,298.17 km,RH10H,0.464551150030842,0.111757272249222,44070,"SL,SR"
RH35Ab,"El Sobaco",ENDORREICA,2387.82 km²,365.59 km,RH35A,0.94657284833713,0.00776960404464628,38096,"CL"
RH24Dj,"A. Huizache",EXORREICA,5319.20 km²,508.78 km,RH24D,0.842071370601417,0.043883873310973,84967,"CL,NL,TS"
RH10Hb,"A. Camahuiroa",EXORREICA,508.18 km²,106.07 km,RH10H,0.770063617933657,0.0616164715358067,8061,"SL,SR"
RH35Aa,"El Hundido",EXORREICA,5605.23 km²,504.47 km,RH35A,0.917541992889477,0.0185811646342799,89550,"CL"
RH24Mc,"R. Florido - San Antonio",EXORREICA,2856.59 km²,434.23 km,RH24M,0.596474438087068,0.0582442865537975,45400,"CH,DG"
RH10Gc,"R. de Choix",EXORREICA,1585.05 km²,264.53 km,RH10G,0.83753096690169,0.0435679295154563,25318,"CH,DG,SL,SR"
RH24Dk,"A. Zacatecas",EXORREICA,1406.49 km²,215.06 km,RH24D,0.58734433031574,0.0797856967366811,22424,"CL,NL,TS"
RH24Dl,"R. Sabinas Hidalgo",EXORREICA,631.08 km²,226.99 km,RH24D,0.508186835798287,0.0895902706988782,10084,"CL,NL,TS"
RH35Bc,"Charcos de Risa",ARREICA,2549.73 km²,301.56 km,RH35B,0.839521889499173,0.0480379613586964,40674,"CL,CH,DG"
RH02Ac,"A. San José de Gracia",EXORREICA,1246.21 km²,214.00 km,RH02A,0.9557821245748,0.00623187010907251,19392,"BS"
RH06Ce,"A. Frijol",EXORREICA,588.03 km²,180.16 km,RH06C,0.975808722421488,0.00490317512443731,9301,"BS"
RH06Cd,"A. Santa Rosalía",EXORREICA,575.66 km²,147.37 km,RH06C,0.932914254927514,0.0146356792482423,9052,"BS"
RH10Gh,"R. Verde",EXORREICA,2964.92 km²,452.58 km,RH10G,0.860517103414067,0.0252916798950031,47322,"CH,DG,SL,SR"
RH24Da,"P. Falcón",EXORREICA,1299.23 km²,450.06 km,RH24D,0.599178713024318,0.0547391430822458,16300,"CL,NL,TS"
RH02Ad,"A. San Benito",EXORREICA,1105.20 km²,219.99 km,RH02A,0.950010595833115,0.00891365991041285,17368,"BS"
RH02Ab,"A. San Miguel",EXORREICA,889.19 km²,254.04 km,RH02A,0.977180282268371,0.00159864373177756,14495,"BS"
RH24Lg,"R. San Juan",EXORREICA,2619.78 km²,320.75 km,RH24L,0.80491622157651,0.0434205845845514,41840,"CH,DG"
RH05Aa,"A. Mulegé",EXORREICA,685.30 km²,158.49 km,RH05A,0.940360664916489,0.0183587894318731,10947,"BS"
RH10Hc,"A. de Masiaca",EXORREICA,686.82 km²,172.51 km,RH10H,0.749910355150246,0.0674421936317936,10936,"SL,SR"
RH10Gb,"R. Fuerte - P. Miguel. Hidalgo",EXORREICA,1840.92 km²,279.19 km,RH10G,0.747484554164965,0.0813314480166613,27607,"CH,DG,SL,SR"
RH10Ge,"R. San Miguel",EXORREICA,3800.72 km²,422.16 km,RH10G,0.818001761209841,0.0271478244812152,66781,"CH,DG,SL,SR"
RH02Ae,"A. San Patrocinio",EXORREICA,1407.56 km²,298.46 km,RH02A,0.944046929512328,0.0107765005127793,22120,"BS"
RH24Me,"R. Valle Allende",EXORREICA,805.52 km²,211.19 km,RH24M,0.52239078328466,0.0484810976771953,12782,"CH,DG"
RH24Db,"R. Salado - Las Tortillas",EXORREICA,1768.32 km²,242.90 km,RH24D,0.710320135401491,0.0627046518703064,28196,"CL,NL,TS"
RH05Ab,"Sin nombre",EXORREICA,536.77 km²,163.13 km,RH05A,0.944004849805728,0.011027876053365,8481,"BS"
RH24Mb,"R. Florido - Jiménez",EXORREICA,3811.49 km²,346.36 km,RH24M,0.542118056278967,0.0410853492341586,60695,"CH,DG"
RH10Gd,"R. Reforma",EXORREICA,994.19 km²,185.28 km,RH10G,0.862659206786985,0.0212591567330322,15690,"CH,DG,SL,SR"
RH02Ba,"A. del VigÍa",EXORREICA,1717.38 km²,257.77 km,RH02B,0.941668729726885,0.0144509562371067,26494,"BC,BS"
RH10Gn,"A. Álamos",EXORREICA,2258.11 km²,295.44 km,RH10G,0.808607097409677,0.0511955991605407,35402,"CH,DG,SL,SR"
RH24Di,"A. Chapote",EXORREICA,2437.76 km²,333.38 km,RH24D,0.794649207013887,0.0653995745672097,38937,"CL,NL,TS"
RH35Fa,"L. Palomas",ENDORREICA,3107.80 km²,345.32 km,RH35F,0.829351647036235,0.0353429926660727,36141,"CL,CH,DG"
RH05Ac,"A. Magdalena",EXORREICA,799.06 km²,188.21 km,RH05A,0.943450434549491,0.010175383379612,12651,"BS"
RH05Ad,"A. Providencia o Santa Agueda",EXORREICA,409.57 km²,134.36 km,RH05A,0.970294739187146,0.00417143032440102,6546,"BS"
RH10Gi,"R. Batopilas",EXORREICA,2368.37 km²,354.63 km,RH10G,0.867570675561156,0.0319486584315138,37821,"CH,DG,SL,SR"
RH35Bb,"L. del Rey",ENDORREICA,3753.22 km²,344.62 km,RH35B,0.865759435139885,0.0375874850549458,59897,"CL,CH,DG"
RH24Lf,"R. Balleza",EXORREICA,4297.41 km²,481.03 km,RH24L,0.658168182254581,0.0602449741838938,68643,"CH,DG"
RH35Fb,"A. La India - A. Cerro Gordo",EXORREICA,10965.77 km²,728.76 km,RH35F,0.689654273137768,0.0447975598913632,175080,"CL,CH,DG"
RH09Aa,"R. Mayo- Navojoa",EXORREICA,5525.30 km²,391.10 km,RH09A,0.517155055400819,0.10197963553464,85574,"CH,SR"
RH24Lh,"R. Molinas Nuevas",EXORREICA,1458.93 km²,220.05 km,RH24L,0.468946399650426,0.0146769277076809,23304,"CH,DG"
RH10Gm,"R. Septentrión",EXORREICA,1069.20 km²,259.78 km,RH10G,0.872170350147206,0.0234685143330598,17085,"CH,DG,SL,SR"
RH24Le,"R. Nonoava",EXORREICA,2267.55 km²,285.06 km,RH24L,0.833893775915629,0.0310993968387097,36238,"CH,DG"
RH24Ea,"R. Bravo - A. de la Coyota",EXORREICA,2635.23 km²,370.78 km,RH24E,0.624612273640918,0.0685302145642286,41336,"CL,NL,TS"
